x,y,std
73250,299.4446306821501,299.4446306821501
73500,2216.1119872809018,2216.1119872809018
73750,585.7868408858219,585.7868408858219
74000,908.4245364744754,908.4245364744754
74250,2445.8087499682256,2445.8087499682256
74500,874.8330405016109,874.8330405016109
74750,877.65882424405,877.65882424405
75000,715.8773619584872,715.8773619584872
75250,2461.4808563905253,2461.4808563905253
75500,1541.5705980987384,1541.5705980987384
75750,2091.3304763535375,2091.3304763535375
76000,2680.4834473188876,2680.4834473188876
76250,922.887839548238,922.887839548238
76500,591.243732889682,591.243732889682
76750,815.1811824404225,815.1811824404225
77000,2650.765415253639,2650.765415253639
77250,921.8403523075351,921.8403523075351
77500,578.7431120793146,578.7431120793146
77750,2310.0484293110353,2310.0484293110353
78000,2568.775506532887,2568.775506532887
78250,1211.4786374602495,1211.4786374602495
78500,2689.716589026002,2689.716589026002
78750,2622.0965570564867,2622.0965570564867
79000,2646.261846583897,2646.261846583897
79250,692.6796470138288,692.6796470138288
79500,1178.1139340728291,1178.1139340728291
79750,2768.797989912198,2768.797989912198
80000,831.7183806808358,831.7183806808358
80250,273.6095301714351,273.6095301714351
80500,869.2484670892568,869.2484670892568
80750,2750.690447872631,2750.690447872631
81000,331.7260441479775,331.7260441479775
81250,783.4008735432182,783.4008735432182
81500,1656.7725716400819,1656.7725716400819
81750,1386.2013994874646,1386.2013994874646
82000,874.1700703497012,874.1700703497012
82250,881.6252919901804,881.6252919901804
82500,832.4246374975042,832.4246374975042
82750,307.504275950448,307.504275950448
83000,877.3131420907137,877.3131420907137
83250,454.36854477363727,454.36854477363727
83500,2982.3775985965035,2982.3775985965035
83750,1331.0091704128185,1331.0091704128185
84000,837.2034155636709,837.2034155636709
84250,2920.556492324649,2920.556492324649
84500,2906.3020698884384,2906.3020698884384
84750,564.2864891603373,564.2864891603373
85000,2904.751765121858,2904.751765121858
85250,2969.7892199488306,2969.7892199488306
85500,2778.258777249064,2778.258777249064
85750,1575.0916475445315,1575.0916475445315
86000,3045.678352254701,3045.678352254701
86250,2997.421482402099,2997.421482402099
86500,2587.699705328632,2587.699705328632
86750,2993.525608400716,2993.525608400716
87000,1352.1423671961898,1352.1423671961898
87250,2837.1159886231267,2837.1159886231267
87500,2727.54339072662,2727.54339072662
87750,2909.871434501796,2909.871434501796
88000,1472.2477053976202,1472.2477053976202
88250,1994.7605371735092,1994.7605371735092
88500,2987.194731823213,2987.194731823213
88750,789.4191044939312,789.4191044939312
89000,2255.0192249751453,2255.0192249751453
89250,1609.5977285979438,1609.5977285979438
89500,2881.5102606173773,2881.5102606173773
89750,717.1800612984151,717.1800612984151
90000,780.7010706107609,780.7010706107609
90250,3268.193931073433,3268.193931073433
90500,1046.3393853104808,1046.3393853104808
90750,3076.3920788973705,3076.3920788973705
91000,1392.8702903390135,1392.8702903390135
91250,1486.225646989612,1486.225646989612
91500,740.0248263485767,740.0248263485767
91750,2887.4063090461364,2887.4063090461364
92000,848.3588413348884,848.3588413348884
92250,2811.04979397597,2811.04979397597
92500,1029.2069423494713,1029.2069423494713
92750,1116.7602353561865,1116.7602353561865
93000,1044.3555226864767,1044.3555226864767
93250,2335.3838742239404,2335.3838742239404
93500,1845.8068166789358,1845.8068166789358
93750,792.4286725413963,792.4286725413963
94000,2844.5233634974966,2844.5233634974966
94250,859.0189259537696,859.0189259537696
94500,3036.1329421204855,3036.1329421204855
94750,3070.4788693380256,3070.4788693380256
95000,2250.240618649772,2250.240618649772
95250,3134.8041299975407,3134.8041299975407
95500,3101.204173766473,3101.204173766473
95750,3183.3281476127977,3183.3281476127977
96000,2769.690071056495,2769.690071056495
96250,1755.5149761273888,1755.5149761273888
96500,2925.472385103315,2925.472385103315
96750,2706.4898657367485,2706.4898657367485
97000,3019.8901676912415,3019.8901676912415
97250,2635.7690625060404,2635.7690625060404
97500,2849.549834103369,2849.549834103369
97750,2829.5696629799913,2829.5696629799913
98000,2908.5615301882003,2908.5615301882003
98250,2682.094419825756,2682.094419825756
